a,aaa3c2b1
cabd,dbacddb1
cab4,4bac44b1
ca21,12ac11b1
ca2b,b2acbbb1
ca23,32ac33b1
ca2d,d2acddb1
ca24,42ac44b1
ca31,13ac11b1
ca3b,b3acbbb1
ca32,23ac22b1
ca3d,d3acddb1
ca34,43ac44b1
cad1,1dac11b1
cadb,bdacbbb1
cad2,2dac22b1
cad3,3dac33b1
cad4,4dac44b1
ca41,14ac11b1
ca4b,b4acbbb1
ca42,24ac22b1
ca43,34ac33b1
ca4d,d4acddb1
c1ab,ba1cbbb1
c1a2,2a1c22b1
c1a3,3a1c33b1
c1ad,da1cddb1
c1a4,4a1c44b1
c1ba,ab1caab1
c1b2,2b1c22b1
c1b3,3b1c33b1
c1bd,db1cddb1
c1b4,4b1c44b1
c12a,a21caab1
c12b,b21cbbb1
c123,321c33b1
c12d,d21cddb1
c124,421c44b1
c13a,a31caab1
c13b,b31cbbb1
c132,231c22b1
c13d,d31cddb1
c134,431c44b1
c1da,ad1caab1
c1db,bd1cbbb1
c1d2,2d1c22b1
c1d3,3d1c33b1
c1d4,4d1c44b1
c14a,a41caab1
c14b,b41cbbb1
c142,241c22b1
c143,341c33b1
c14d,d41cddb1
cba1,1abc11b1
cba2,2abc22b1
cba3,3abc33b1
cbad,dabcddb1
cba4,4abc44b1
cb1a,a1bcaab1
cb12,21bc22b1
cb13,31bc33b1
cb1d,d1bcddb1
cb14,41bc44b1
cb2a,a2bcaab1
cb21,12bc11b1
cb23,32bc33b1
cb2d,d2bcddb1
cb24,42bc44b1
cb3a,a3bcaab1
cb31,13bc11b1
cb32,23bc22b1
cb3d,d3bcddb1
cb34,43bc44b1
cbda,adbcaab1
cbd1,1dbc11b1
cbd2,2dbc22b1
cbd3,3dbc33b1
cbd4,4dbc44b1
cb4a,a4bcaab1
cb41,14bc11b1
cb42,24bc22b1
cb43,34bc33b1
cb4d,d4bcddb1
c2a1,1a2c11b1
c2ab,ba2cbbb1
c2a3,3a2c33b1
c2ad,da2cddb1
c2a4,4a2c44b1
c21a,a12caab1
c21b,b12cbbb1
c213,312c33b1
c21d,d12cddb1
c214,412c44b1
c2ba,ab2caab1
c2b1,1b2c11b1
c2b3,3b2c33b1
c2bd,db2cddb1
c2b4,4b2c44b1
c23a,a32caab1
c231,132c11b1
c23b,b32cbbb1
c23d,d32cddb1
c234,432c44b1
c2da,ad2caab1
c2d1,1d2c11b1
c2db,bd2cbbb1
c2d3,3d2c33b1
c2d4,4d2c44b1
c24a,a42caab1
c241,142c11b1
c24b,b42cbbb1
c243,342c33b1
c24d,d42cddb1
c3a1,1a3c11b1
c3ab,ba3cbbb1
c3a2,2a3c22b1
c3ad,da3cddb1
c3a4,4a3c44b1
c31a,a13caab1
c31b,b13cbbb1
c312,213c22b1
c31d,d13cddb1
c314,413c44b1
c3ba,ab3caab1
c3b1,1b3c11b1
c3b2,2b3c22b1
c3bd,db3cddb1
c3b4,4b3c44b1
c32a,a23caab1
c321,123c11b1
c32b,b23cbbb1
c32d,d23cddb1
c324,423c44b1
c3da,ad3caab1
c3d1,1d3c11b1
c3db,bd3cbbb1
c3d2,2d3c22b1
c3d4,4d3c44b1
c34a,a43caab1
c341,143c11b1
c34b,b43cbbb1
c342,243c22b1
c34d,d43cddb1
cda1,1adc11b1
cdab,badcbbb1
cda2,2adc22b1
cda3,3adc33b1
cda4,4adc44b1
cd1a,a1dcaab1
cd1b,b1dcbbb1
cd12,21dc22b1
cd13,31dc33b1
cd14,41dc44b1
cdba,abdcaab1
cdb1,1bdc11b1
cdb2,2bdc22b1
cdb3,3bdc33b1
cdb4,4bdc44b1
cd2a,a2dcaab1
cd21,12dc11b1
cd2b,b2dcbbb1
cd23,32dc33b1
cd24,42dc44b1
cd3a,a3dcaab1
cd31,13dc11b1
cd3b,b3dcbbb1
cd32,23dc22b1
cd34,43dc44b1
cd4a,a4dcaab1
cd41,14dc11b1
cd4b,b4dcbbb1
cd42,24dc22b1
cd43,34dc33b1
c4a1,1a4c11b1
c4ab,ba4cbbb1
c4a2,2a4c22b1
c4a3,3a4c33b1
c4ad,da4cddb1
c41a,a14caab1
c41b,b14cbbb1
c412,214c22b1
c413,314c33b1
c41d,d14cddb1
c4ba,ab4caab1
c4b1,1b4c11b1
c4b2,2b4c22b1
c4b3,3b4c33b1
c4bd,db4cddb1
c42a,a24caab1
c421,124c11b1
c42b,b24cbbb1
c423,324c33b1
c42d,d24cddb1
c43a,a34caab1
c431,134c11b1
c43b,b34cbbb1
c432,234c22b1
c43d,d34cddb1
c4da,ad4caab1
c4d1,1d4c11b1
c4db,bd4cbbb1
c4d2,2d4c22b1
c4d3,3d4c33b1
3a1b,b1a3bbb1
3a12,21a322b1
3a1c,c1a3ccb1
3a1d,d1a3ddb1
3a14,41a344b1
3ab1,1ba311b1
3ab2,2ba322b1
3abc,cba3ccb1
3abd,dba3ddb1
3ab4,4ba344b1
3a21,12a311b1
3a2b,b2a3bbb1
3a2c,c2a3ccb1
3a2d,d2a3ddb1
3a24,42a344b1
3ac1,1ca311b1
3acb,bca3bbb1
3ac2,2ca322b1
3acd,dca3ddb1
3ac4,4ca344b1
3ad1,1da311b1
3adb,bda3bbb1
3ad2,2da322b1
3adc,cda3ccb1
3ad4,4da344b1
3a41,14a311b1
3a4b,b4a3bbb1
3a42,24a322b1
3a4c,c4a3ccb1
3a4d,d4a3ddb1
31ab,ba13bbb1
31a2,2a1322b1
31ac,ca13ccb1
31ad,da13ddb1
31a4,4a1344b1
31ba,ab13aab1
31b2,2b1322b1
31bc,cb13ccb1
31bd,db13ddb1
31b4,4b1344b1
312a,a213aab1
312b,b213bbb1
312c,c213ccb1
312d,d213ddb1
3124,421344b1
31ca,ac13aab1
31cb,bc13bbb1
31c2,2c1322b1
31cd,dc13ddb1
31c4,4c1344b1
31da,ad13aab1
31db,bd13bbb1
31d2,2d1322b1
31dc,cd13ccb1
31d4,4d1344b1
314a,a413aab1
314b,b413bbb1
3142,241322b1
314c,c413ccb1
314d,d413ddb1
3ba1,1ab311b1
3ba2,2ab322b1
3bac,cab3ccb1
3bad,dab3ddb1
3ba4,4ab344b1
3b1a,a1b3aab1
3b12,21b322b1
3b1c,c1b3ccb1
3b1d,d1b3ddb1
3b14,41b344b1
3b2a,a2b3aab1
3b21,12b311b1
3b2c,c2b3ccb1
3b2d,d2b3ddb1
3b24,42b344b1
3bca,acb3aab1
3bc1,1cb311b1
3bc2,2cb322b1
3bcd,dcb3ddb1
3bc4,4cb344b1
3bda,adb3aab1
3bd1,1db311b1
3bd2,2db322b1
3bdc,cdb3ccb1
3bd4,4db344b1
3b4a,a4b3aab1
3b41,14b311b1
3b42,24b322b1
3b4c,c4b3ccb1
3b4d,d4b3ddb1
32a1,1a2311b1
32ab,ba23bbb1
32ac,ca23ccb1
32ad,da23ddb1
32a4,4a2344b1
321a,a123aab1
321b,b123bbb1
321c,c123ccb1
321d,d123ddb1
3214,412344b1
32ba,ab23aab1
32b1,1b2311b1
32bc,cb23ccb1
32bd,db23ddb1
32b4,4b2344b1
32ca,ac23aab1
32c1,1c2311b1
32cb,bc23bbb1
32cd,dc23ddb1
32c4,4c2344b1
32da,ad23aab1
32d1,1d2311b1
32db,bd23bbb1
32dc,cd23ccb1
32d4,4d2344b1
324a,a423aab1
3241,142311b1
324b,b423bbb1
324c,c423ccb1
324d,d423ddb1
3ca1,1ac311b1
3cab,bac3bbb1
3ca2,2ac322b1
3cad,dac3ddb1
3ca4,4ac344b1
3c1a,a1c3aab1
3c1b,b1c3bbb1
3c12,21c322b1
3c1d,d1c3ddb1
3c14,41c344b1
3cba,abc3aab1
3cb1,1bc311b1
3cb2,2bc322b1
3cbd,dbc3ddb1
3cb4,4bc344b1
3c2a,a2c3aab1
3c21,12c311b1
3c2b,b2c3bbb1
3c2d,d2c3ddb1
3c24,42c344b1
3cda,adc3aab1
3cd1,1dc311b1
3cdb,bdc3bbb1
3cd2,2dc322b1
3cd4,4dc344b1
3c4a,a4c3aab1
3c41,14c311b1
3c4b,b4c3bbb1
3c42,24c322b1
3c4d,d4c3ddb1
3da1,1ad311b1
3dab,bad3bbb1
3da2,2ad322b1
3dac,cad3ccb1
3da4,4ad344b1
3d1a,a1d3aab1
3d1b,b1d3bbb1
3d12,21d322b1
3d1c,c1d3ccb1
3d14,41d344b1
3dba,abd3aab1
3db1,1bd311b1
3db2,2bd322b1
3dbc,cbd3ccb1
3db4,4bd344b1
3d2a,a2d3aab1
3d21,12d311b1
3d2b,b2d3bbb1
3d2c,c2d3ccb1
3d24,42d344b1
3dca,acd3aab1
3dc1,1cd311b1
3dcb,bcd3bbb1
3dc2,2cd322b1
3dc4,4cd344b1
3d4a,a4d3aab1
3d41,14d311b1
3d4b,b4d3bbb1
3d42,24d322b1
3d4c,c4d3ccb1
34a1,1a4311b1
34ab,ba43bbb1
34a2,2a4322b1
34ac,ca43ccb1
34ad,da43ddb1
341a,a143aab1
341b,b143bbb1
3412,214322b1
341c,c143ccb1
341d,d143ddb1
34ba,ab43aab1
34b1,1b4311b1
34b2,2b4322b1
34bc,cb43ccb1
34bd,db43ddb1
342a,a243aab1
3421,124311b1
342b,b243bbb1
342c,c243ccb1
342d,d243ddb1
34ca,ac43aab1
34c1,1c4311b1
34cb,bc43bbb1
34c2,2c4322b1
34cd,dc43ddb1
34da,ad43aab1
34d1,1d4311b1
34db,bd43bbb1
34d2,2d4322b1
34dc,cd43ccb1
da1b,b1adbbb1
da12,21ad22b1
da1c,c1adccb1
da13,31ad33b1
da14,41ad44b1
dab1,1bad11b1
dab2,2bad22b1
dabc,cbadccb1
dab3,3bad33b1
dab4,4bad44b1
da21,12ad11b1
da2b,b2adbbb1
da2c,c2adccb1
da23,32ad33b1
da24,42ad44b1
dac1,1cad11b1
dacb,bcadbbb1
dac2,2cad22b1
dac3,3cad33b1
dac4,4cad44b1
da31,13ad11b1
da3b,b3adbbb1
da32,23ad22b1
da3c,c3adccb1
da34,43ad44b1
da41,14ad11b1
da4b,b4adbbb1
da42,24ad22b1
da4c,c4adccb1
da43,34ad33b1
d1ab,ba1dbbb1
d1a2,2a1d22b1
d1ac,ca1dccb1
d1a3,3a1d33b1
d1a4,4a1d44b1
d1ba,ab1daab1
d1b2,2b1d22b1
d1bc,cb1dccb1
d1b3,3b1d33b1
d1b4,4b1d44b1
d12a,a21daab1
d12b,b21dbbb1
d12c,c21dccb1
d123,321d33b1
d124,421d44b1
d1ca,ac1daab1
d1cb,bc1dbbb1
d1c2,2c1d22b1
d1c3,3c1d33b1
d1c4,4c1d44b1
d13a,a31daab1
d13b,b31dbbb1
d132,231d22b1
d13c,c31dccb1
d134,431d44b1
d14a,a41daab1
d14b,b41dbbb1
d142,241d22b1
d14c,c41dccb1
d143,341d33b1
dba1,1abd11b1
dba2,2abd22b1
dbac,cabdccb1
dba3,3abd33b1
dba4,4abd44b1
db1a,a1bdaab1
db12,21bd22b1
db1c,c1bdccb1
db13,31bd33b1
db14,41bd44b1
db2a,a2bdaab1
db21,12bd11b1
db2c,c2bdccb1
db23,32bd33b1
db24,42bd44b1
dbca,acbdaab1
dbc1,1cbd11b1
dbc2,2cbd22b1
dbc3,3cbd33b1
dbc4,4cbd44b1
db3a,a3bdaab1
db31,13bd11b1
db32,23bd22b1
db3c,c3bdccb1
db34,43bd44b1
db4a,a4bdaab1
db41,14bd11b1
db42,24bd22b1
db4c,c4bdccb1
db43,34bd33b1
d2a1,1a2d11b1
d2ab,ba2dbbb1
d2ac,ca2dccb1
d2a3,3a2d33b1
d2a4,4a2d44b1
d21a,a12daab1
d21b,b12dbbb1
d21c,c12dccb1
d213,312d33b1
d214,412d44b1
d2ba,ab2daab1
d2b1,1b2d11b1
d2bc,cb2dccb1
d2b3,3b2d33b1
d2b4,4b2d44b1
d2ca,ac2daab1
d2c1,1c2d11b1
d2cb,bc2dbbb1
d2c3,3c2d33b1
d2c4,4c2d44b1
d23a,a32daab1
d231,132d11b1
d23b,b32dbbb1
d23c,c32dccb1
d234,432d44b1
d24a,a42daab1
d241,142d11b1
d24b,b42dbbb1
d24c,c42dccb1
d243,342d33b1
dca1,1acd11b1
dcab,bacdbbb1
dca2,2acd22b1
dca3,3acd33b1
dca4,4acd44b1
dc1a,a1cdaab1
dc1b,b1cdbbb1
dc12,21cd22b1
dc13,31cd33b1
dc14,41cd44b1
dcba,abcdaab1
dcb1,1bcd11b1
dcb2,2bcd22b1
dcb3,3bcd33b1
dcb4,4bcd44b1
dc2a,a2cdaab1
dc21,12cd11b1
dc2b,b2cdbbb1
dc23,32cd33b1
dc24,42cd44b1
dc3a,a3cdaab1
dc31,13cd11b1
dc3b,b3cdbbb1
dc32,23cd22b1
dc34,43cd44b1
dc4a,a4cdaab1
dc41,14cd11b1
dc4b,b4cdbbb1
dc42,24cd22b1
dc43,34cd33b1
d3a1,1a3d11b1
d3ab,ba3dbbb1
d3a2,2a3d22b1
d3ac,ca3dccb1
d3a4,4a3d44b1
d31a,a13daab1
d31b,b13dbbb1
d312,213d22b1
d31c,c13dccb1
d314,413d44b1
d3ba,ab3daab1
d3b1,1b3d11b1
d3b2,2b3d22b1
d3bc,cb3dccb1
d3b4,4b3d44b1
d32a,a23daab1
d321,123d11b1
d32b,b23dbbb1
d32c,c23dccb1
d324,423d44b1
d3ca,ac3daab1
d3c1,1c3d11b1
d3cb,bc3dbbb1
d3c2,2c3d22b1
d3c4,4c3d44b1
d34a,a43daab1
d341,143d11b1
d34b,b43dbbb1
d342,243d22b1
d34c,c43dccb1
d4a1,1a4d11b1
d4ab,ba4dbbb1
d4a2,2a4d22b1
d4ac,ca4dccb1
d4a3,3a4d33b1
d41a,a14daab1
d41b,b14dbbb1
d412,214d22b1
d41c,c14dccb1
d413,314d33b1
d4ba,ab4daab1
d4b1,1b4d11b1
d4b2,2b4d22b1
d4bc,cb4dccb1
d4b3,3b4d33b1
d42a,a24daab1
d421,124d11b1
d42b,b24dbbb1
d42c,c24dccb1
d423,324d33b1
d4ca,ac4daab1
d4c1,1c4d11b1
d4cb,bc4dbbb1
d4c2,2c4d22b1
d4c3,3c4d33b1
d43a,a34daab1
d431,134d11b1
d43b,b34dbbb1
d432,234d22b1
d43c,c34dccb1
4a1b,b1a4bbb1
4a12,21a422b1
4a1c,c1a4ccb1
4a13,31a433b1
4a1d,d1a4ddb1
4ab1,1ba411b1
4ab2,2ba422b1
4abc,cba4ccb1
4ab3,3ba433b1
4abd,dba4ddb1
4a21,12a411b1
4a2b,b2a4bbb1
4a2c,c2a4ccb1
4a23,32a433b1
4a2d,d2a4ddb1
4ac1,1ca411b1
4acb,bca4bbb1
4ac2,2ca422b1
4ac3,3ca433b1
4acd,dca4ddb1
4a31,13a411b1
4a3b,b3a4bbb1
4a32,23a422b1
4a3c,c3a4ccb1
4a3d,d3a4ddb1
4ad1,1da411b1
4adb,bda4bbb1
4ad2,2da422b1
4adc,cda4ccb1
4ad3,3da433b1
41ab,ba14bbb1
41a2,2a1422b1
41ac,ca14ccb1
41a3,3a1433b1
41ad,da14ddb1
41ba,ab14aab1
41b2,2b1422b1
41bc,cb14ccb1
41b3,3b1433b1
41bd,db14ddb1
412a,a214aab1
412b,b214bbb1
412c,c214ccb1
4123,321433b1
412d,d214ddb1
41ca,ac14aab1
41cb,bc14bbb1
41c2,2c1422b1
41c3,3c1433b1
41cd,dc14ddb1
413a,a314aab1
413b,b314bbb1
4132,231422b1
413c,c314ccb1
413d,d314ddb1
41da,ad14aab1
41db,bd14bbb1
41d2,2d1422b1
41dc,cd14ccb1
41d3,3d1433b1
4ba1,1ab411b1
4ba2,2ab422b1
4bac,cab4ccb1
4ba3,3ab433b1
4bad,dab4ddb1
4b1a,a1b4aab1
4b12,21b422b1
4b1c,c1b4ccb1
4b13,31b433b1
4b1d,d1b4ddb1
4b2a,a2b4aab1
4b21,12b411b1
4b2c,c2b4ccb1
4b23,32b433b1
4b2d,d2b4ddb1
4bca,acb4aab1
4bc1,1cb411b1
4bc2,2cb422b1
4bc3,3cb433b1
4bcd,dcb4ddb1
4b3a,a3b4aab1
4b31,13b411b1
4b32,23b422b1
4b3c,c3b4ccb1
4b3d,d3b4ddb1
4bda,adb4aab1
4bd1,1db411b1
4bd2,2db422b1
4bdc,cdb4ccb1
4bd3,3db433b1
42a1,1a2411b1
42ab,ba24bbb1
42ac,ca24ccb1
42a3,3a2433b1
42ad,da24ddb1
421a,a124aab1
421b,b124bbb1
421c,c124ccb1
4213,312433b1
421d,d124ddb1
42ba,ab24aab1
42b1,1b2411b1
42bc,cb24ccb1
42b3,3b2433b1
42bd,db24ddb1
42ca,ac24aab1
42c1,1c2411b1
42cb,bc24bbb1
42c3,3c2433b1
42cd,dc24ddb1
423a,a324aab1
4231,132411b1
423b,b324bbb1
423c,c324ccb1
423d,d324ddb1
42da,ad24aab1
42d1,1d2411b1
42db,bd24bbb1
42dc,cd24ccb1
42d3,3d2433b1
4ca1,1ac411b1
4cab,bac4bbb1
4ca2,2ac422b1
4ca3,3ac433b1
4cad,dac4ddb1
4c1a,a1c4aab1
4c1b,b1c4bbb1
4c12,21c422b1
4c13,31c433b1
4c1d,d1c4ddb1
4cba,abc4aab1
4cb1,1bc411b1
4cb2,2bc422b1
4cb3,3bc433b1
4cbd,dbc4ddb1
4c2a,a2c4aab1
4c21,12c411b1
4c2b,b2c4bbb1
4c23,32c433b1
4c2d,d2c4ddb1
4c3a,a3c4aab1
4c31,13c411b1
4c3b,b3c4bbb1
4c32,23c422b1
4c3d,d3c4ddb1
4cda,adc4aab1
4cd1,1dc411b1
4cdb,bdc4bbb1
4cd2,2dc422b1
4cd3,3dc433b1
43a1,1a3411b1
43ab,ba34bbb1
43a2,2a3422b1
43ac,ca34ccb1
43ad,da34ddb1
431a,a134aab1
431b,b134bbb1
4312,213422b1
431c,c134ccb1
431d,d134ddb1
43ba,ab34aab1
43b1,1b3411b1
43b2,2b3422b1
43bc,cb34ccb1
43bd,db34ddb1
432a,a234aab1
4321,123411b1
432b,b234bbb1
432c,c234ccb1
432d,d234ddb1
43ca,ac34aab1
43c1,1c3411b1
43cb,bc34bbb1
43c2,2c3422b1
43cd,dc34ddb1
43da,ad34aab1
43d1,1d3411b1
43db,bd34bbb1
43d2,2d3422b1
43dc,cd34ccb1
4da1,1ad411b1
4dab,bad4bbb1
4da2,2ad422b1
4dac,cad4ccb1
4da3,3ad433b1
4d1a,a1d4aab1
4d1b,b1d4bbb1
4d12,21d422b1
4d1c,c1d4ccb1
4d13,31d433b1
4dba,abd4aab1
4db1,1bd411b1
4db2,2bd422b1
4dbc,cbd4ccb1
4db3,3bd433b1
4d2a,a2d4aab1
4d21,12d411b1
4d2b,b2d4bbb1
4d2c,c2d4ccb1
4d23,32d433b1
4dca,acd4aab1
4dc1,1cd411b1
4dcb,bcd4bbb1
4dc2,2cd422b1
4dc3,3cd433b1
4d3a,a3d4aab1
4d31,13d411b1
4d3b,b3d4bbb1
4d32,23d422b1
4d3c,c3d4ccb1
a1b2c,c2b1acc1
a1b23,32b1a331
a1b2d,d2b1add1
a1b24,42b1a441
a1bc2,2cb1a221
a1bc3,3cb1a331
a1bcd,dcb1add1
a1bc4,4cb1a441
a1b32,23b1a221
a1b3c,c3b1acc1
a1b3d,d3b1add1
a1b34,43b1a441
a1bd2,2db1a221
a1bdc,cdb1acc1
a1bd3,3db1a331
a1bd4,4db1a441
a1b42,24b1a221
a1b4c,c4b1acc1
a1b43,34b1a331
a1b4d,d4b1add1
a12bc,cb21acc1
a12b3,3b21a331
a12bd,db21add1
a12b4,4b21a441
a12cb,bc21abb1
a12c3,3c21a331
a12cd,dc21add1
a12c4,4c21a441
a123b,b321abb1
a123c,c321acc1
a123d,d321add1
a1234,4321a441
a12db,bd21abb1
a12dc,cd21acc1
a12d3,3d21a331
a12d4,4d21a441
a124b,b421abb1
a124c,c421acc1
a1243,3421a331
a124d,d421add1
a1cb2,2bc1a221
a1cb3,3bc1a331
a1cbd,dbc1add1
a1cb4,4bc1a441
a1c2b,b2c1abb1
a1c23,32c1a331
a1c2d,d2c1add1
a1c24,42c1a441
a1c3b,b3c1abb1
a1c32,23c1a221
a1c3d,d3c1add1
a1c34,43c1a441
a1cdb,bdc1abb1
a1cd2,2dc1a221
a1cd3,3dc1a331
a1cd4,4dc1a441
a1c4b,b4c1abb1
a1c42,24c1a221
a1c43,34c1a331
a1c4d,d4c1add1
a13b2,2b31a221
a13bc,cb31acc1
a13bd,db31add1
a13b4,4b31a441
a132b,b231abb1
a132c,c231acc1
a132d,d231add1
a1324,4231a441
a13cb,bc31abb1
a13c2,2c31a221
a13cd,dc31add1
a13c4,4c31a441
a13db,bd31abb1
a13d2,2d31a221
a13dc,cd31acc1
a13d4,4d31a441
a134b,b431abb1
a1342,2431a221
a134c,c431acc1
a134d,d431add1
a1db2,2bd1a221
a1dbc,cbd1acc1
a1db3,3bd1a331
a1db4,4bd1a441
a1d2b,b2d1abb1
a1d2c,c2d1acc1
a1d23,32d1a331
a1d24,42d1a441
a1dcb,bcd1abb1
a1dc2,2cd1a221
a1dc3,3cd1a331
a1dc4,4cd1a441
a1d3b,b3d1abb1
a1d32,23d1a221
a1d3c,c3d1acc1
a1d34,43d1a441
a1d4b,b4d1abb1
a1d42,24d1a221
a1d4c,c4d1acc1
a1d43,34d1a331
a14b2,2b41a221
a14bc,cb41acc1
a14b3,3b41a331
a14bd,db41add1
a142b,b241abb1
a142c,c241acc1
a1423,3241a331
a142d,d241add1
a14cb,bc41abb1
a14c2,2c41a221
a14c3,3c41a331
a14cd,dc41add1
a143b,b341abb1
a1432,2341a221
a143c,c341acc1
a143d,d341add1
a14db,bd41abb1
a14d2,2d41a221
a14dc,cd41acc1
a14d3,3d41a331
ab12c,c21bacc1
ab123,321ba331
ab12d,d21badd1
ab124,421ba441
ab1c2,2c1ba221
ab1c3,3c1ba331
ab1cd,dc1badd1
ab1c4,4c1ba441
ab132,231ba221
ab13c,c31bacc1
ab13d,d31badd1
ab134,431ba441
ab1d2,2d1ba221
ab1dc,cd1bacc1
ab1d3,3d1ba331
ab1d4,4d1ba441
ab142,241ba221
ab14c,c41bacc1
ab143,341ba331
ab14d,d41badd1
ab21c,c12bacc1
ab213,312ba331
ab21d,d12badd1
ab214,412ba441
ab2c1,1c2ba111
ab2c3,3c2ba331
ab2cd,dc2badd1
ab2c4,4c2ba441
ab231,132ba111
ab23c,c32bacc1
ab23d,d32badd1
ab234,432ba441
ab2d1,1d2ba111
ab2dc,cd2bacc1
ab2d3,3d2ba331
ab2d4,4d2ba441
ab241,142ba111
ab24c,c42bacc1
ab243,342ba331
ab24d,d42badd1
abc12,21cba221
abc13,31cba331
abc1d,d1cbadd1
abc14,41cba441
abc21,12cba111
abc23,32cba331
abc2d,d2cbadd1
abc24,42cba441
abc31,13cba111
abc32,23cba221
abc3d,d3cbadd1
abc34,43cba441
abcd1,1dcba111
abcd2,2dcba221
abcd3,3dcba331
abcd4,4dcba441
abc41,14cba111
abc42,24cba221
abc43,34cba331
abc4d,d4cbadd1
ab312,213ba221
ab31c,c13bacc1
ab31d,d13badd1
ab314,413ba441
ab321,123ba111
ab32c,c23bacc1
ab32d,d23badd1
ab324,423ba441
ab3c1,1c3ba111
ab3c2,2c3ba221
ab3cd,dc3badd1
ab3c4,4c3ba441
ab3d1,1d3ba111
ab3d2,2d3ba221
ab3dc,cd3bacc1
ab3d4,4d3ba441
ab341,143ba111
ab342,243ba221
ab34c,c43bacc1
ab34d,d43badd1
abd12,21dba221
abd1c,c1dbacc1
abd13,31dba331
abd14,41dba441
abd21,12dba111
abd2c,c2dbacc1
abd23,32dba331
abd24,42dba441
abdc1,1cdba111
abdc2,2cdba221
abdc3,3cdba331
abdc4,4cdba441
abd31,13dba111
abd32,23dba221
abd3c,c3dbacc1
abd34,43dba441
abd41,14dba111
abd42,24dba221
abd4c,c4dbacc1
abd43,34dba331
ab412,214ba221
ab41c,c14bacc1
ab413,314ba331
ab41d,d14badd1
ab421,124ba111
ab42c,c24bacc1
ab423,324ba331
ab42d,d24badd1
ab4c1,1c4ba111
ab4c2,2c4ba221
ab4c3,3c4ba331
ab4cd,dc4badd1
ab431,134ba111
ab432,234ba221
ab43c,c34bacc1
ab43d,d34badd1
ab4d1,1d4ba111
ab4d2,2d4ba221
ab4dc,cd4bacc1
ab4d3,3d4ba331
a21bc,cb12acc1
a21b3,3b12a331
a21bd,db12add1
a21b4,4b12a441
a21cb,bc12abb1
a21c3,3c12a331
a21cd,dc12add1
a21c4,4c12a441
a213b,b312abb1
a213c,c312acc1
a213d,d312add1
a2134,4312a441
a21db,bd12abb1
a21dc,cd12acc1
a21d3,3d12a331
a21d4,4d12a441
a214b,b412abb1
a214c,c412acc1
a2143,3412a331
a214d,d412add1
a2b1c,c1b2acc1
a2b13,31b2a331
a2b1d,d1b2add1
a2b14,41b2a441
a2bc1,1cb2a111
a2bc3,3cb2a331
a2bcd,dcb2add1
a2bc4,4cb2a441
a2b31,13b2a111
a2b3c,c3b2acc1
a2b3d,d3b2add1
a2b34,43b2a441
a2bd1,1db2a111
a2bdc,cdb2acc1
a2bd3,3db2a331
a2bd4,4db2a441
a2b41,14b2a111
a2b4c,c4b2acc1
a2b43,34b2a331
a2b4d,d4b2add1
a2c1b,b1c2abb1
a2c13,31c2a331
a2c1d,d1c2add1
a2c14,41c2a441
a2cb1,1bc2a111
a2cb3,3bc2a331
a2cbd,dbc2add1
a2cb4,4bc2a441
a2c31,13c2a111
a2c3b,b3c2abb1
a2c3d,d3c2add1
a2c34,43c2a441
a2cd1,1dc2a111
a2cdb,bdc2abb1
a2cd3,3dc2a331
a2cd4,4dc2a441
a2c41,14c2a111
a2c4b,b4c2abb1
a2c43,34c2a331
a2c4d,d4c2add1
a231b,b132abb1
a231c,c132acc1
a231d,d132add1
a2314,4132a441
a23b1,1b32a111
a23bc,cb32acc1
a23bd,db32add1
a23b4,4b32a441
a23c1,1c32a111
a23cb,bc32abb1
a23cd,dc32add1
a23c4,4c32a441
a23d1,1d32a111
a23db,bd32abb1
a23dc,cd32acc1
a23d4,4d32a441
a2341,1432a111
a234b,b432abb1
a234c,c432acc1
a234d,d432add1
a2d1b,b1d2abb1
a2d1c,c1d2acc1
a2d13,31d2a331
a2d14,41d2a441
a2db1,1bd2a111
a2dbc,cbd2acc1
a2db3,3bd2a331
a2db4,4bd2a441
a2dc1,1cd2a111
a2dcb,bcd2abb1
a2dc3,3cd2a331
a2dc4,4cd2a441
a2d31,13d2a111
a2d3b,b3d2abb1
a2d3c,c3d2acc1
a2d34,43d2a441
a2d41,14d2a111
a2d4b,b4d2abb1
a2d4c,c4d2acc1
a2d43,34d2a331
a241b,b142abb1
a241c,c142acc1
a2413,3142a331
a241d,d142add1
a24b1,1b42a111
a24bc,cb42acc1
a24b3,3b42a331
a24bd,db42add1
a24c1,1c42a111
a24cb,bc42abb1
a24c3,3c42a331
a24cd,dc42add1
a2431,1342a111
a243b,b342abb1
a243c,c342acc1
a243d,d342add1
a24d1,1d42a111
a24db,bd42abb1
a24dc,cd42acc1
a24d3,3d42a331
ac1b2,2b1ca221
ac1b3,3b1ca331
ac1bd,db1cadd1
ac1b4,4b1ca441
ac12b,b21cabb1
ac123,321ca331
ac12d,d21cadd1
ac124,421ca441
ac13b,b31cabb1
ac132,231ca221
ac13d,d31cadd1
ac134,431ca441
ac1db,bd1cabb1
ac1d2,2d1ca221
ac1d3,3d1ca331
ac1d4,4d1ca441
ac14b,b41cabb1
ac142,241ca221
ac143,341ca331
ac14d,d41cadd1
acb12,21bca221
acb13,31bca331
acb1d,d1bcadd1
acb14,41bca441
acb21,12bca111
acb23,32bca331
acb2d,d2bcadd1
acb24,42bca441
acb31,13bca111
acb32,23bca221
acb3d,d3bcadd1
